"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:53:56 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.491"
"Records Found","2668"
"Records Returned","2668"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"80240","spm","","536560","0","55518","MIWG 1997.550","holotype","","","tibia","","1","text","","","Eotyrannus lengi","species","68317","","Eotyrannus lengi","species","68317","136.4","125.45","14982"
"80241","spm","","537572","0","55709","IVPP V14243 ","holotype","","","skull","","1","table","","","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80242","spm","","537572","0","55709","IVPP V14243 ","holotype","","left","scapula","","1","table","","","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80243","spm","","537572","0","55709","IVPP V14243 ","holotype","","left","coracoid","","1","table","","dorsoventral depth","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80244","spm","","537572","0","55709","IVPP V14243 ","holotype","","left","humerus","","1","table","","","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80245","spm","","537572","0","55709","IVPP V14243 ","holotype","","right","femur","","1","table","","","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80246","spm","","537572","0","55709","IVPP V14243 ","holotype","","right","tibia","","1","table","","","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80247","spm","","537572","0","55709","IVPP V14243 ","holotype","","right","fibula","","1","table","","","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80248","spm","","537572","0","55709","IVPP V11579 ","paratype","","","scapula","","1","table","","","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80249","spm","","537572","0","55709","IVPP V11579","paratype","","","skull","","1","text","","","Dilong paradoxus","species","58836","","Dilong paradoxus","species","58836","130","122.46","11729"
"80250","spm","","560918","0","58489","IVPP V14531","holotype","","","skull","","1","","","","Guanlong wucaii","species","71191","","Guanlong wucaii","species","71191","163.5","157.3","19282"
"80251","spm","","560918","0","58489","IVPP V14531","holotype","","","humerus","","1","","","","Guanlong wucaii","species","71191","","Guanlong wucaii","species","71191","163.5","157.3","19282"
"80252","spm","","560918","0","58489","IVPP V14531","holotype","","","radius","","1","","","","Guanlong wucaii","species","71191","","Guanlong wucaii","species","71191","163.5","157.3","19282"
"80253","spm","","560918","0","58489","IVPP V14531","holotype","","","ulna","","1","","","","Guanlong wucaii","species","71191","","Guanlong wucaii","species","71191","163.5","157.3","19282"
"80254","spm","","560918","0","58489","IVPP V14531","holotype","","","femur","","1","","","","Guanlong wucaii","species","71191","","Guanlong wucaii","species","71191","163.5","157.3","19282"
"80255","spm","","560918","0","58489","IVPP V14531","holotype","","","tibia","","1","","","","Guanlong wucaii","species","71191","","Guanlong wucaii","species","71191","163.5","157.3","19282"
"80256","spm","","464526","0","45883","BMNH R4860","holotype","","","skull","","1","","","","Megalosaurus bradleyi","species","63720","recombined as","Proceratosaurus bradleyi","species","63720","167.7","164.7","14128"
"80257","spm","","294012","11813","28050","SMNK 2349 PAL","holotype","","","femur","","1","","","","Mirischia asymmetrica","species","58896","","Mirischia asymmetrica","species","58896","122.46","112.03","11791"
"80258","spm","","387396","0","37019","ZPAL MgD-I/108","holotype","","","femur","","1","text","","","Coeluridae","family","53001","","Coeluridae","family","53001","72.1","66","9905"
"80259","spm","","387396","0","37019","ZPAL MgD-I/108","holotype","","","tibia","","1","text","","","Coeluridae","family","53001","","Coeluridae","family","53001","72.1","66","9905"
"80260","spm","","387396","0","37019","ZPAL MgD-I/108","holotype","","","fibual","","1","text","","","Coeluridae","family","53001","","Coeluridae","family","53001","72.1","66","9905"
"80261","spm","","486404","21212","48688","OUMNH J.3311-26","","","left","femur","","1","table","","","Stokesosaurus langhami","species","138441","recombined as","Juratyrant langhami","species","138441","150.8","145","28880"
"80262","spm","","486404","21212","48688","OUMNH J.3311-29","","","left","tibia","","1","table","","","Stokesosaurus langhami","species","138441","recombined as","Juratyrant langhami","species","138441","150.8","145","28880"
"80263","spm","","810684","0","88840","FRDC-GS JB16-2-1","holotype","","","skull","","1","table","","","Xiongguanlong baimoensis","species","146100","","Xiongguanlong baimoensis","species","146100","125","113","29791"
"80264","spm","","810684","0","88840","FRDC-GS JB16-2-1","holotype","","","femur","","1","table","","femoral circumference at midshaft","Xiongguanlong baimoensis","species","146100","","Xiongguanlong baimoensis","species","146100","125","113","29791"
"80265","spm","","255621","30962","14455","ANSP 9995","holotype","","","femur","","1","","","","Dryptosaurus","genus","38605","","Dryptosaurus","genus","38605","83.5","70.6","7812"
"80266","spm","","255621","30962","14455","ANSP 9995","holotype","","","tibia","","1","","","","Dryptosaurus","genus","38605","","Dryptosaurus","genus","38605","83.5","70.6","7812"
"80267","spm","","873166","38814","96813","NMMNH P-27469","holotype","","","skull","","1","table","","","Bistahieversor sealeyi","species","163808","","Bistahieversor sealeyi","species","163808","83.5","70.6","32137"
"80268","spm","","486392","12455","48682","RMM 6670","holotype","","left","femur","","1","table","","","Appalachiosaurus montgomeriensis","species","65080","","Appalachiosaurus montgomeriensis","species","65080","83.5","70.6","12992"
"80269","spm","","486392","12455","48682","RMM 6670","holotype","","left","tibia","","1","table","","","Appalachiosaurus montgomeriensis","species","65080","","Appalachiosaurus montgomeriensis","species","65080","83.5","70.6","12992"
"80270","spm","","486392","12455","48682","RMM 6670","holotype","","left","fibual","","1","table","","","Appalachiosaurus montgomeriensis","species","65080","","Appalachiosaurus montgomeriensis","species","65080","83.5","70.6","12992"
"80271","spm","","486392","12455","48682","RMM 6670","holotype","","right","femur","","1","table","","","Appalachiosaurus montgomeriensis","species","65080","","Appalachiosaurus montgomeriensis","species","65080","83.5","70.6","12992"
"80272","spm","","486392","12455","48682","RMM 6670","holotype","","right","tibia","","1","table","","","Appalachiosaurus montgomeriensis","species","65080","","Appalachiosaurus montgomeriensis","species","65080","83.5","70.6","12992"
"80273","spm","N","","0","","CMN 2120","holotype","","","skull","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80274","spm","N","","0","","CMN 2120","holotype","","","scapulacoracoid","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80275","spm","N","","0","","CMN 2120","holotype","","","humerus","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80276","spm","N","","0","","CMN 2120","holotype","","","ulna","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80277","spm","N","","0","","CMN 2120","holotype","","","radius","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80278","spm","N","","0","","CMN 2120","holotype","","","femur","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80279","spm","N","","0","","CMN 2120","holotype","","","tibia ","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80280","spm","N","","0","","CMN 2120","holotype","","","fibula","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80281","spm","N","","0","","CMN 2120","holotype","","","coracoid","","1","table","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","17547"
"80282","spm","","139242","24752","11890","AMNH 5664","holotype","","","skull","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80283","spm","","139242","24752","11890","AMNH 5664","holotype","","","scapulocodacoid","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80284","spm","","139242","24752","11890","AMNH 5664","holotype","","","humerus","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80285","spm","","139242","24752","11890","AMNH 5664","holotype","","","radi","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80286","spm","","139242","24752","11890","AMNH 5664","holotype","","","ulna","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80287","spm","","139242","24752","11890","AMNH 5664","holotype","","","femur","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80288","spm","","139242","24752","11890","AMNH 5664","holotype","","","tibia","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80289","spm","","139242","24752","11890","AMNH 5664","holotype","","","fibula","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80290","spm","","139242","24752","11890","AMNH 5235","","","","femur","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80291","spm","","139242","24752","11890","AMNH 5232","","","","tibia","","1","","","","Gorgosaurus sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","83.5","70.6","14741"
"80292","spm","N","","0","","AMNH 5218","","","","femur","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80293","spm","N","","0","","AMNH 5218","","","","tibia","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80294","spm","N","","0","","ROM 1247","","","","skull","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80295","spm","N","","0","","ROM 1247","","","","femur","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80296","spm","N","","0","","ROM 1247","","","","tibia","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80297","spm","N","","0","","CMN 350","","","","femur","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80298","spm","N","","0","","CMN 350","","","","tibia","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80299","spm","N","","0","","RTMP 73.30.1","","","","femur","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80300","spm","N","","0","","RTMP 73.30.1","","","","tibia","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80301","spm","N","","0","","RTMP 86.144.1","","","","skull","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80302","spm","N","","0","","RTMP 86.144.1","","","","femur","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80303","spm","N","","0","","UA 10","","","","skull","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80304","spm","N","","0","","CMN 11593","","","","femur","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80305","spm","N","","0","","CMN 11593","","","","tibia","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80306","spm","N","","0","","FMNH PR2211","","","","femur","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80307","spm","N","","0","","AMNH 5458","","","","skull","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80308","spm","N","","0","","AMNH 5458","","","","femur","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80309","spm","N","","0","","AMNH 5458","","","","tibia","","1","","","","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","","","14112"
"80310","spm","","139257","0","11900","ROM 807","holotype","","","scapula","","1","table","","","Albertosaurus arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","70.6","66","12347"
"80311","spm","","139257","0","11900","ROM 807","holotype","","","coracoid","","1","table","","","Albertosaurus arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","70.6","66","12347"
"80312","spm","","139257","0","11900","ROM 807","holotype","","","humerus","","1","table","","","Albertosaurus arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","70.6","66","12347"
"80313","spm","","139257","0","11900","ROM 807","holotype","","","radius","","1","table","","","Albertosaurus arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","70.6","66","12347"
"80314","spm","","139257","0","11900","ROM 807","holotype","","","ulna","","1","table","","","Albertosaurus arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","70.6","66","12347"
"80315","spm","","139257","0","11900","ROM 807","holotype","","","femur","","1","table","","","Albertosaurus arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","70.6","66","12347"
"80316","spm","","139257","0","11900","ROM 807","holotype","","","tibia","","1","table","","","Albertosaurus arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","70.6","66","12347"
"80317","spm","","139257","0","11900","ROM 807","holotype","","","fibula","","1","table","","","Albertosaurus arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","70.6","66","12347"
"80318","spm","","139290","23303","11915","NMC 8506","holotype","","","skull","","1","","","","Daspletosaurus torosus","species","57258","","Daspletosaurus torosus","species","57258","83.5","70.6","4205"
"80319","spm","","139290","23303","11915","NMC 8506","holotype","","","scapula","","1","","","","Daspletosaurus torosus","species","57258","","Daspletosaurus torosus","species","57258","83.5","70.6","4205"
"80320","spm","","139290","23303","11915","NMC 8506","holotype","","","coracoid","","1","","","","Daspletosaurus torosus","species","57258","","Daspletosaurus torosus","species","57258","83.5","70.6","4205"
"80321","spm","","139290","23303","11915","NMC 8506","holotype","","","humerus","","1","","","","Daspletosaurus torosus","species","57258","","Daspletosaurus torosus","species","57258","83.5","70.6","4205"
"80322","spm","","139290","23303","11915","NMC 8506","holotype","","","radius","","1","","","","Daspletosaurus torosus","species","57258","","Daspletosaurus torosus","species","57258","83.5","70.6","4205"
"80323","spm","","139290","23303","11915","NMC 8506","holotype","","","ulna","","1","","","","Daspletosaurus torosus","species","57258","","Daspletosaurus torosus","species","57258","83.5","70.6","4205"
"80324","spm","","139290","23303","11915","NMC 8506","holotype","","","femur","","1","","","","Daspletosaurus torosus","species","57258","","Daspletosaurus torosus","species","57258","83.5","70.6","4205"
"80325","spm","","831097","0","91909","GI 3141/1","holotype","","","skull","","1","","","","Alioramus remotus","species","57259","","Alioramus remotus","species","57259","72.1","66","19316"
"80326","spm","","962978","0","113009","IGM 100/1844","holotype","","","skull","","1","","","","Alioramus altai","species","176782","","Alioramus altai","species","176782","72.1","66","19316"
"80327","spm","","962978","0","113009","IGM 100/1844","holotype","","","femur","","1","","","","Alioramus altai","species","176782","","Alioramus altai","species","176782","72.1","66","19316"
"80396","spm","N","","0","","NMC 9380 =AMNH 973","holotype","","","scapula","","1","table","","","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","9259"
"80397","spm","N","","0","","NMC 9380 =AMNH 973","holotype","","","humerus","","1","table","","","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","9259"
"80398","spm","N","","0","","NMC 9380 =AMNH 973","holotype","","","femur","","1","table","","","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","9259"
"80399","spm","N","","0","","NMC 9380 =AMNH 973","holotype","","","tibia","","1","table","","","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","9259"
"80400","spm","","487166","0","48847","AMNH 5027","","","","skull","","1","text","","","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","72.1","66","9259"
"80405","spm","","535892","0","55425","CAGS-IG02-301","holotype","","","skull","","1","picture","","","Huaxiagnathus orientalis","species","68221","","Huaxiagnathus orientalis","species","68221","130","122.46","14896"
"80406","spm","","535892","0","55425","CAGS-IG02-301","holotype","","","humerus","","1","","","","Huaxiagnathus orientalis","species","68221","","Huaxiagnathus orientalis","species","68221","130","122.46","14896"
"80407","spm","","535892","0","55425","CAGS-IG02-301","holotype","","","radius","","1","","","","Huaxiagnathus orientalis","species","68221","","Huaxiagnathus orientalis","species","68221","130","122.46","14896"
"80408","spm","","535892","0","55425","CAGS-IG02-301","holotype","","","ulna","","1","","","","Huaxiagnathus orientalis","species","68221","","Huaxiagnathus orientalis","species","68221","130","122.46","14896"
"80409","spm","","535892","0","55425","CAGS-IG02-301","holotype","","","femur","","1","","","","Huaxiagnathus orientalis","species","68221","","Huaxiagnathus orientalis","species","68221","130","122.46","14896"
"80410","spm","","535892","0","55425","CAGS-IG02-301","holotype","","","tibia","","1","","","","Huaxiagnathus orientalis","species","68221","","Huaxiagnathus orientalis","species","68221","130","122.46","14896"
"80412","spm","","498853","0","50469","NIGP 127586","holotype","","","skull","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80413","spm","","498853","0","50469","NIGP 127586","holotype","","","humerus","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80414","spm","","498853","0","50469","NIGP 127586","holotype","","","radius","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80415","spm","","498853","0","50469","NIGP 127586","holotype","","","femur","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80416","spm","","498853","0","50469","NIGP 127586","holotype","","","tibia","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80417","spm","","498853","0","50469","NIGP 127586","holotype","","","scapula","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80418","spm","","498853","0","50469","NIGP 127586","holotype","","","ulna","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80419","spm","","498853","0","50469","NIGP 127587","paratype","","","skull","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80420","spm","","498853","0","50469","NIGP 127587","paratype","","","humerus","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80421","spm","","498853","0","50469","NIGP 127587","paratype","","","radius","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80422","spm","","498853","0","50469","NIGP 127587","paratype","","","femur","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80423","spm","","498853","0","50469","NIGP 127587","paratype","","","tibia","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80424","spm","","498853","0","50469","NIGP 127587","paratype","","","ulna","","1","","","","Sinosauropteryx prima","species","54549","","Sinosauropteryx prima","species","54549","130","122.46","19389"
"80425","spm","","670359","0","13937","D 2141","","","","skull","","1","","","","Sinosauropteryx","genus","54548","","Sinosauropteryx","genus","54548","129.4","125","28191"
"80426","spm","","670359","0","13937","D 2141","","","","humerus","","1","","","","Sinosauropteryx","genus","54548","","Sinosauropteryx","genus","54548","129.4","125","28191"
"80427","spm","","670359","0","13937","D 2141","","","","ulna","","1","","","","Sinosauropteryx","genus","54548","","Sinosauropteryx","genus","54548","129.4","125","28191"
"80428","spm","","670359","0","13937","D 2141","","","","tibia","","1","","","","Sinosauropteryx","genus","54548","","Sinosauropteryx","genus","54548","129.4","125","28191"
"80429","spm","","565780","0","59175","JME SCh 200","holotype","","","skull","","1","table","","","Juravenator starki","species","72321","","Juravenator starki","species","72321","155.7","150.8","16916"
"80430","spm","","565780","0","59175","JME SCh 200","holotype","","left","scapula","","1","table","","","Juravenator starki","species","72321","","Juravenator starki","species","72321","155.7","150.8","16916"
"80431","spm","","565780","0","59175","JME SCh 200","holotype","","left","humerus","","1","table","","","Juravenator starki","species","72321","","Juravenator starki","species","72321","155.7","150.8","16916"
"80432","spm","","565780","0","59175","JME SCh 200","holotype","","left","ulna","","1","table","","","Juravenator starki","species","72321","","Juravenator starki","species","72321","155.7","150.8","16916"
"80433","spm","","565780","0","59175","JME SCh 200","holotype","","left","radius","","1","table","","","Juravenator starki","species","72321","","Juravenator starki","species","72321","155.7","150.8","16916"
"80434","spm","","565780","0","59175","JME SCh 200","holotype","","right","femur","","1","table","","","Juravenator starki","species","72321","","Juravenator starki","species","72321","155.7","150.8","16916"
"80435","spm","","565780","0","59175","JME SCh 200","holotype","","left","tibia","","1","table","","","Juravenator starki","species","72321","","Juravenator starki","species","72321","155.7","150.8","16916"
"80436","spm","","565780","0","59175","JME SCh 200","holotype","","right","tibia","","1","table","","","Juravenator starki","species","72321","","Juravenator starki","species","72321","155.7","150.8","16916"
"80437","spm","","487805","0","22648","AMNH 619","holotype","","","skull","","1","","","","Ornitholestes hermanni","species","55484","","Ornitholestes hermanni","species","55484","157.3","145","9630"
"80438","spm","","487805","0","22648","AMNH 619","holotype","","","radius","","1","","","","Ornitholestes hermanni","species","55484","","Ornitholestes hermanni","species","55484","157.3","145","9630"
"80439","spm","","639671","18970","68888","SBA-SA 163760","holotype","","","skull","","1","","","","Scipionyx samniticus","species","57428","","Scipionyx samniticus","species","57428","112.03","109","10513"
"80440","spm","","639671","18970","68888","SBA-SA 163760","holotype","","","scapula","","1","","","","Scipionyx samniticus","species","57428","","Scipionyx samniticus","species","57428","112.03","109","10513"
"80441","spm","","639671","18970","68888","SBA-SA 163760","holotype","","","coracoid","","1","","","","Scipionyx samniticus","species","57428","","Scipionyx samniticus","species","57428","112.03","109","10513"
"80442","spm","","639671","18970","68888","SBA-SA 163760","holotype","","","humerus","","1","","","","Scipionyx samniticus","species","57428","","Scipionyx samniticus","species","57428","112.03","109","10513"
"80443","spm","","639671","18970","68888","SBA-SA 163760","holotype","","","radius","","1","","","","Scipionyx samniticus","species","57428","","Scipionyx samniticus","species","57428","112.03","109","10513"
"80444","spm","","639671","18970","68888","SBA-SA 163760","holotype","","","ulna","","1","","","","Scipionyx samniticus","species","57428","","Scipionyx samniticus","species","57428","112.03","109","10513"
"80445","spm","","639671","18970","68888","SBA-SA 163760","holotype","","","femur","","1","","","","Scipionyx samniticus","species","57428","","Scipionyx samniticus","species","57428","112.03","109","10513"
"80446","spm","","906342","0","59410","BMNH A1588","holotype","","","tibiotarsus","","1","","","","Bradycneme draculae","species","67359","nomen dubium","Troodontidae","family","54468","70.6","66","14314"
"80447","spm","N","","0","","NWUV 1111","holotype","","","humerus","","1","","","","Shanyangosaurus niupanggouensis","species","68140","","Shanyangosaurus niupanggouensis","species","68140","","","14794"
"80448","spm","N","","0","","NWUV 1111","holotype","","","femora","","1","","","","Shanyangosaurus niupanggouensis","species","68140","","Shanyangosaurus niupanggouensis","species","68140","","","14794"
"80449","spm","N","","0","","NWUV 1111","holotype","","","tibia","","1","","","","Shanyangosaurus niupanggouensis","species","68140","","Shanyangosaurus niupanggouensis","species","68140","","","14794"
"80450","spm","","880423","0","55683","IVPP V12638","holotype","","","humerus","","1","","","","Yixianosaurus longimanus","species","68235","","Yixianosaurus longimanus","species","68235","130","122.46","14916"
"80451","spm","","880423","0","55683","IVPP V12638","holotype","","","radius","","1","","","","Yixianosaurus longimanus","species","68235","","Yixianosaurus longimanus","species","68235","130","122.46","14916"
"80452","spm","","880423","0","55683","IVPP V12638","holotype","","","ulna","","1","","","","Yixianosaurus longimanus","species","68235","","Yixianosaurus longimanus","species","68235","130","122.46","14916"
"80453","spm","","880423","0","55683","IVPP V12638","holotype","","","ulna","","1","","","","Yixianosaurus longimanus","species","68235","","Yixianosaurus longimanus","species","68235","130","122.46","14916"
"80454","spm","N","","0","","IVPP V15988","holotype","","","skull","","1","table","","","Haplocheirus sollers","species","162353","","Haplocheirus sollers","species","162353","","","31855"
"80455","spm","N","","0","","IVPP V15988","holotype","","","femur","","1","table","","","Haplocheirus sollers","species","162353","","Haplocheirus sollers","species","162353","","","31855"
"80456","spm","N","","0","","IVPP V15988","holotype","","right","humerus","","1","table","","diameter of shaft ","Haplocheirus sollers","species","162353","","Haplocheirus sollers","species","162353","","","31855"
"80457","spm","N","","0","","IVPP V15988","holotype","","left","ulna","","1","table","","diameter of shaft ","Haplocheirus sollers","species","162353","","Haplocheirus sollers","species","162353","","","31855"
"80458","spm","N","","0","","IVPP V15988","holotype","","left","radius","","1","table","","diameter of shaft ","Haplocheirus sollers","species","162353","","Haplocheirus sollers","species","162353","","","31855"
"80459","spm","N","","0","","IVPP V15988","holotype","","","femur","","1","table","","Midshaft diameter(mediolateral)","Haplocheirus sollers","species","162353","","Haplocheirus sollers","species","162353","","","31855"
"80460","spm","N","","0","","IVPP V15988","holotype","","","tibia","","1","table","","","Haplocheirus sollers","species","162353","","Haplocheirus sollers","species","162353","","","31855"
"80461","spm","","796323","0","13305","MUCPv 54","holotype","","","scapula","","1","","","","Alvarezsaurus calvoi","species","64775","","Alvarezsaurus calvoi","species","64775","86.3","83.6","12794"
"80462","spm","","484410","13418","48461","PVPH 37","holotype","","","humerus","","1","text","","","Patagonykus puertai","species","64773","","Patagonykus puertai","species","64773","93.5","85.8","12811"
"80463","spm","","484410","13418","48461","PVPH 37","holotype","","","ulna","","1","text","","","Patagonykus puertai","species","64773","","Patagonykus puertai","species","64773","93.5","85.8","12811"
"80464","spm","","484410","13418","48461","PVPH 37","holotype","","","femur","","1","text","","","Patagonykus puertai","species","64773","","Patagonykus puertai","species","64773","93.5","85.8","12811"
"80465","spm","","484410","13418","48461","PVPH 37","holotype","","","tibia","","1","text","","","Patagonykus puertai","species","64773","","Patagonykus puertai","species","64773","93.5","85.8","12811"
"80466","spm","","1066198","0","131829","IVPP V17608","holotype","","","femur","","1","table","","","Linhenykus monodactylus","species","175494","","Linhenykus monodactylus","species","175494","83.6","72.1","34900"
"80467","spm","","1066198","0","131829","IVPP V17608","holotype","","","tibia","","1","table","","","Linhenykus monodactylus","species","175494","","Linhenykus monodactylus","species","175494","83.6","72.1","34900"
"80468","spm","","854418","0","94887","XMDFEC V0011","holotype","","","femur","","1","table","","","Xixianykus zhangi","species","165128","","Xixianykus zhangi","species","165128","89.3","83.6","32350"
"80469","spm","","854418","0","94887","XMDFEC V0011","holotype","","","tibiotarsus","","1","table","","","Xixianykus zhangi","species","165128","","Xixianykus zhangi","species","165128","89.3","83.6","32350"
"80470","spm","","283992","0","27009","PIN 4487/25","holotype","","","femur","","1","table","","","Parvicursor remotus","species","68183","","Parvicursor remotus","species","68183","83.5","70.6","7467"
"80471","spm","","283992","0","27009","PIN 4487/25","holotype","","","tibiotarsus","","1","table","","","Parvicursor remotus","species","68183","","Parvicursor remotus","species","68183","83.5","70.6","7467"
